馃嚚馃嚦鈥㈡璧�,#genre#
娴欐睙涓浗钃濇柊闂�,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
娴欐睙涓浗钃濇柊闂�,http://yd-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
杈藉畞鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
杈藉畞鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
杈藉畞鍗,http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8
杈藉畞鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/lnwshd/4000000/mnf.m3u8
姹熻タ鍗,http://140.207.241.3:8080/live/program/live/jxwshd/4000000/mnf.m3u8
姹熻タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
姹熻タ鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
姹熻タ鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jxwshd/4000000/mnf.m3u8
姹熻嫃鍗,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
姹熻嫃鍗,http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8
姹熻嫃鍗,http://39.134.66.110/PLTV/88888888/224/3221225882/index.m3u8
姹熻嫃鍗,http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
姹熻嫃鍗,http://140.207.241.3:8080/live/program/live/jswshd/4000000/mnf.m3u8
姹熻嫃鍗,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
姹熻嫃鍗,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
姹熻嫃鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
涓滄柟鍗,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
涓滄柟鍗,http://39.134.66.110/PLTV/88888888/224/3221225865/index.m3u8
涓滄柟鍗,http://140.207.241.3:8080/live/program/live/hddfws/4000000/mnf.m3u8
涓滄柟鍗,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
涓滄柟鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
涓滄柟鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8
骞夸笢鍗,http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
骞夸笢鍗,http://140.207.241.3:8080/live/program/live/gdwshd/4000000/mnf.m3u8
骞夸笢鍗,http://cm.wshls.homecdn.com/live/1bd69.m3u8
骞夸笢鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
澶╂触鍗,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
澶╂触鍗,http://39.134.66.110/PLTV/88888888/224/3221225878/index.m3u8
澶╂触鍗,http://140.207.241.3:8080/live/program/live/tjwshd/4000000/mnf.m3u8
澶╂触鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
澶╂触鍗,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
灞变笢鍗,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
灞变笢鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
灞变笢鍗,http://140.207.241.3:8080/live/program/live/sdwshd/4000000/mnf.m3u8
灞变笢鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
灞变笢鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sdwshd/4000000/mnf.m3u8
婀栧寳鍗,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
婀栧寳鍗,http://39.134.66.110/PLTV/88888888/224/3221225871/index.m3u8
婀栧寳鍗,http://140.207.241.3:8080/live/program/live/hbwshd/4000000/mnf.m3u8
婀栧寳鍗,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
瀹夊窘鍗,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
瀹夊窘鍗,http://183.207.255.197/live/program/live/ahwshd/2300000/mnf.m3u8
瀹夊窘鍗,http://140.207.241.3:8080/live/program/live/ahwshd/4000000/mnf.m3u8
瀹夊窘鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ahwshd/4000000/mnf.m3u8
瀹夊窘鍗,http://125.210.152.19:9090/live/hszx-ahtv-h264.m3u8
瀹夊窘鍗,http://183.207.249.15/PLTV/3/224/3221225634/index.m3u8
鍥涘窛鍗,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
娌冲寳鍗,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
娌冲寳鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
璐靛窞鍗,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8
涓滃崡鍗,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dnwshd/2300000/mnf.m3u8
闈掓捣鍗,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8
闈掓捣鍗,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
娌冲崡鍗,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
娌冲崡鍗,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8
闄曡タ鍗,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8
鍐呰挋鍙ゅ崼瑙�,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8
鍐呰挋鍙ゅ崼瑙�,http://39.134.66.66/PLTV/88888888/224/3221225577/index.m3u8
鐢樿們鍗,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8
鏂扮枂鍗,http://39.134.66.66/PLTV/88888888/224/3221225582/index.m3u8
鍘﹂棬鍗,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8
骞胯タ鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
骞胯タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
鍚夋灄鍗,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
榛戦緳姹熷崼瑙�,http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8
鏅嬫睙鍗,http://stream.jinjiang.tv/1/sd/live.m3u8
涓婃捣绾疄,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
瑗胯棌钘忚鍗,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
寤惰竟鍗,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
瀹夊鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8
浜洪棿鍗,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
涓浗鏁欒偛1,http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
涓浗鏁欒偛2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
涓浗鏁欒偛4,http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8
馃嚚馃嚦鈥㈠崼钃�,#genre#
姹熻タ鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8
婀栧崡鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
姹熻嫃鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
姹熻嫃鍗[1920鈥�1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
涓滄柟鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
澶╂触鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
灞变笢鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
瀹夊窘鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
瀹夊窘鍗[1920鈥�1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8
杈藉畞鍗[1920鈥�1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
姹熻嫃鍗[1920鈥�1080],http://117.148.179.175/PLTV/88888888/224/3221231447/1.m3u8
鍖椾含鍗[1920鈥�1080],http://117.148.179.168/PLTV/88888888/224/3221231732/1.m3u8
婀栧崡鍗[1920鈥�1080],http://117.148.179.172/PLTV/88888888/224/3221231729/1.m3u8
婀栧崡鍗[1920鈥�1080],http://117.148.179.135/PLTV/88888888/224/3221230206/1.m3u8
婀栧崡鍗[1920鈥�1080],http://117.148.179.148/PLTV/88888888/224/3221230824/1.m3u8
婀栧崡鍗[1920鈥�1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
骞夸笢鍗[1920鈥�1080],http://117.148.179.141/PLTV/88888888/224/3221231891/1.m3u8
姹熻タ鍗[1920鈥�1080],http://117.148.179.141/PLTV/88888888/224/3221231964/1.m3u8
娴欐睙鍗[1920鈥�1080],http://117.148.179.140/PLTV/88888888/224/3221229352/1.m3u8
榛戦緳姹熷崼瑙哰1920鈥�1080],http://117.148.179.141/PLTV/88888888/224/3221231967/1.m3u8
婀栧寳鍗[1920鈥�1080],http://117.148.179.142/PLTV/88888888/224/3221231888/1.m3u8
杈藉畞鍗[1920鈥�1080],http://117.148.179.152/PLTV/88888888/224/3221231802/1.m3u8
鍥涘窛鍗[1920鈥�1080],http://117.148.179.142/PLTV/88888888/224/3221231885/1.m3u8
鍥涘窛鍗[1920鈥�1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
婀栧崡鍗[1920鈥�1080],http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
婀栧崡鍗[1920鈥�1080],http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
姹熻嫃鍗[1920鈥�1080],http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
娴欐睙鍗[1920鈥�1080],http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
娴欐睙鍗[1920鈥�1080],http://39.134.65.173/PLTV/88888888/224/3221225514/index.m3u8
娴欐睙鍗[1920鈥�1080],http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
娴欐睙鍗[1920鈥�1080],http://39.134.65.162/PLTV/88888888/224/3221225514/index.m3u8
涓滄柟鍗[1920鈥�1080],http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
涓滄柟鍗[1920鈥�1080],http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
涓滄柟鍗[1920鈥�1080],http://39.134.65.173/PLTV/88888888/224/3221225672/index.m3u8
涓滄柟鍗[1920鈥�1080],http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
娣卞湷鍗[1920鈥�1080],http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8
娣卞湷鍗[1920鈥�1080],http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8
娣卞湷鍗[1920鈥�1080],http://39.134.65.162/PLTV/88888888/224/3221225668/index.m3u8
娣卞湷鍗[1920鈥�1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
鍖椾含鍗[1920鈥�1080],http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
鍖椾含鍗[1920鈥�1080],http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
鍖椾含鍗[1920鈥�1080],http://39.134.65.166/PLTV/88888888/224/3221225678/index.m3u8
璐靛窞鍗[1920鈥�1080],http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8
澶╂触鍗[1920鈥�1080],http://39.134.65.162/PLTV/88888888/224/3221225665/index.m3u8
澶╂触鍗[1920鈥�1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/tjwshd/4000000/mnf.m3u8
婀栧寳鍗[1920鈥�1080],http://39.134.65.162/PLTV/88888888/224/3221225569/index.m3u8
婀栧寳鍗[1920鈥�1080],http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8
鍏靛洟鍗[1920鈥�1080],http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
鑻忓窞4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
鐖辫嚜鐒�,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
馃嚚馃嚦鈥㈡腐婢�,#genre#
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢涓枃,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8?zgangd
鍑ゅ嚢涓枃,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
鍑ゅ嚢涓枃,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8?zxinjd
鍑ゅ嚢涓枃,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
鍑ゅ嚢涓枃,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
鍑ゅ嚢璧勮,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8?zgangd
鍑ゅ嚢璧勮,http://www.fdkj.net:9901/tsfile/live/1017_1.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
鍑ゅ嚢棣欐腐,http://183.207.249.34/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
鍑ゅ嚢棣欐腐,http://www.fdkj.net:9901/tsfile/live/1018_1.m3u8
鍗庤鐢佃,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
鍗庤鐢佃2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
鍗庤鐢佃3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
棣欐腐鍗,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
棣欐腐鍗,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
婢宠婢抽棬,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
婢宠婢抽棬,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
婢宠婢抽棬,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
婢宠钁℃枃,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
婢宠钁℃枃,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
婢宠钁℃枃,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
婢宠钁℃枃,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8?zgangd
婢宠钁℃枃,http://61.244.22.4/ch2/ch2.live/index.m3u8?zgangd
婢宠钁¤,http://61.244.22.4/ch2/ch2.live/chunklist_w861342563.m3u8
婢抽棬Macau,http://61.244.22.4/ch3/ch3.live/index.m3u8?zgangd
婢抽棬Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8?zgangd
婢抽棬鍗,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
婢抽棬鍗,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
婢抽棬钁¤,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
婢抽棬钁¤,http://61.244.22.4/ch2/ch2.live/index.m3u8
馃嚚馃嚦鈥㈠疂宀�,#genre#
TVBS鏂拌仦,rtmp://59.124.75.138/sat/tv551
TVBS鏂伴椈,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS鏂伴椈,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS姝℃▊,rtmp://59.124.75.138/sat/tv421
涓夌珛缍滃悎[1280鈥�720],http://50.7.220.74:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
涓滄．缇庢床,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
涓滄．缇庢床鍗,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
涓,rtmp://59.124.75.138/sat/tv091
涓缍撳吀[1280鈥�720],http://50.7.220.74:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
浜氭床ATV,https://juyunlive.juyun.tv/live/24950198.m3u8
浜氭床鏂伴椈,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
浜炴床鏃呴亰[1280鈥�720],http://50.7.220.74:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
淇勭綏鏂腑鏂�,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
鍎掗噴閬撶粡,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
鍙拌,rtmp://59.124.75.138/sat/tv071
鍙拌鏂伴椈,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
鍙拌鏂伴椈,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
鍞績,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
鍞績,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
鍞績鍙�,http://124.238.99.44:808/hls/363/index.m3u8
澶ф剾涓€鑷�,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
澶ф剾浜岃嚭,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
濂芥秷鎭數瑙嗗彴1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
濂芥秷鎭數瑙嗗彴2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
鏂板姞鍧″浗闄�,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
鏉辨．缍滃悎[1920鈥�1080],http://50.7.220.74:8278/ettvzhonghe/playlist.m3u8?tid=m65c4e525f24617101171&ct=17874&tsum=663db593cfeefc92ce4b5d7461988f3f
鏉辨．璨＄稉鏂拌仦,rtmp://59.124.75.138/sat/tv571
姘戣,http://39.135.32.10:6610/000000001000/SD-4000k-576P-qinghaistv/1.m3u8?IASHttpSessionId=OTT?zxinjd
姘戣,rtmp://59.124.75.138/sat/tv051
姘戣鏂伴椈,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
鐐规帉璐㈢粡,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
鐐规帉璐㈢粡,http://cclive2.aniu.tv/live/anzb.m3u8
鐣柉,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
鐣柉,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
绶締鏃ユ湰,rtmp://59.124.75.138/sat/tv771
绶締鑲叉▊,rtmp://59.124.75.138/sat/tv701
绶締楂旇偛,rtmp://59.124.75.138/sat/tv721
鑰€鎵嶈储缁�,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
鑰€鎵嶈储缁�,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
鑰€鎵嶈储缁�,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
鑰€鎵嶈储缁�,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
鑿,rtmp://59.124.75.138/sat/tv111
闀垮煄绮惧搧,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
闃块噷閮嶹ORLD,http://ye23.win/iptv/korea2021.php?id=arirang_1
闃块噷閮嶹ORLD,http://ye23.win/iptv/korea2021.php?id=arirang_2
棣欐腐浣涢檧,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
棣欐腐浣涢檧,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
榫欏崕鍋跺儚,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8
榫欏崕鍋跺儚,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
榫欏崕鍋跺儚,http://59.125.98.83:8536/playlist.m3u8
榫欏崕鎴忓墽,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
榫欏崕鎴忓墽,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
榫欏崕鎴忓墽,http://59.125.98.83:8534/playlist.m3u8
榫欏崕鏃ラ煩,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8
榫欏崕鏃ラ煩,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
榫欏崕鏃ラ煩,http://59.125.98.83:8535/playlist.m3u8
ELEVEN1,rtmp://59.124.75.138/sat/tv731
ELEVEN2,rtmp://59.124.75.138/sat/md021
ELEVEN2,rtmp://59.124.75.138/sat/tv741
ELTA楂旇偛1,rtmp://59.124.75.138/sat/md051
ELTA楂旇偛2,rtmp://59.124.75.138/sat/md011
ELTA楂旇偛3,rtmp://59.124.75.138/sat/md041
GoodTV 鐖辨梾琛屽彴,https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8
GoodTV 鐪熸儏閮ㄨ惤,https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch3-2.m3u8
GoodTV 缁忓吀闊充箰,https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
GunmaTV,https://movie.mcas.jp/switcher/smil:mcas8.smil/master.m3u8
HBO鍘熷壍閴呯嵒[1280鈥�720],http://50.7.220.74:8278/hbosignature_twn/playlist.m3u8?tid=m48ee99a5dacb15948906&ct=17874&tsum=3d127801d49fa098b4118400117b4fbb
Hope,https://live-tvhope.cdnvideo.ru/tvhope-pull/tvhope_1/chunklist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
MOMO缍滃悎,rtmp://59.124.75.138/sat/tv761
WeatherNews,https://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8
馃嚚馃嚦鈥㈠皯鍎�,#genre#
閲戦拱鍗￠€氬皯鍎�,http://39.135.32.24:6610/000000001000/1000000002000016601/1.m3u8?xtkg
鍢変匠鍗￠€氬皯鍎�,http://39.135.32.24:6610/000000001000/1000000002000025964/1.m3u8?xtkg
鍗￠叿灏戝効,http://39.135.32.24:6610/000000001000/7589856436881630561/1.m3u8?xtkg
浼樻极鍗￠€氬皯鍎�,http://39.135.32.24:6610/000000001000/1000000002000010063/1.m3u8?xtkg
鍗￠叿灏戝効,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8
灏忕尓浣╁,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
灏戝効14鍙�,http://39.135.32.24:6610/000000001000/1000000001000008170/1.m3u8?i?zzhongd
14鍙板皯鍎�,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8?zyangd
14鍙板皯鍎�,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8?zyangd
14鍙板皯鍎�,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
鍖椾含鍗￠叿灏戝効,http://39.135.32.10:6610/000000001000/kakukaton/1.m3u8?IASHttpSessionId=OTT?zbeid
鍖椾含鍗￠叿灏戝効,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8?zbeid
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
娴欐睙灏戝効,http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8?zzhed
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8?zzhed
绂忓窞灏戝効,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud
姹熻タ灏戝効瀹跺涵,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8?zjiangxd
姹熻タ灏戝効瀹跺涵,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls?zjiangxd
鐢樿們灏戝効,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
榛戦緳姹熷皯鍎�,http://39.134.65.151/PLTV/88888888/224/3221226002/1.m3u8?zheild
榛戦緳姹熷皯鍎�,http://39.134.65.145/PLTV/88888888/224/3221226002/1.m3u8?zheild
